district,crop,season,temperature,humidity,rainfall,demand,supply,price_per_kg
Villupuram,Corn,Summer,36.2,54,0.0,824,497,38.22
Tiruchirappalli,Banana,Summer,38.5,52,0.7,849,603,40.71
Dindigul,Mango,Rainy,29.1,85,192.5,813,1051,39.37
Tiruchirappalli,Onion,Rainy,28.6,92,183.2,669,925,21.2
Salem,Onion,Summer,36.0,60,8.3,922,641,46.68
Tiruchirappalli,Rice,Light Rain,26.3,78,61.4,1004,1057,40.08
Thanjavur,Sugarcane,Summer,35.6,52,5.0,1248,925,6.99
Erode,Onion,Light Rain,28.5,79,69.6,718,804,29.85
Thanjavur,Rice,Summer,34.7,61,8.8,1029,846,59.4
Thoothukudi,Tapioca,Summer,39.6,54,9.1,759,554,19.03
Erode,Coconut,Rainy,29.4,87,194.8,766,966,14.03
Krishnagiri,Carrot,Summer,37.5,56,0.0,605,450,54.63
Namakkal,Beans,Summer,36.0,55,0.2,622,387,54.28
Tiruchirappalli,Beans,Normal,32.3,59,22.0,511,473,38.54
Tiruppur,Tomato,Light Rain,27.3,78,65.6,786,847,22.33
Dindigul,Cabbage,Summer,36.6,57,5.8,657,467,26.35
Sivaganga,Bitter Gourd,Light Rain,26.9,79,62.8,357,435,25.68
Pudukottai,Rice,Rainy,26.4,94,190.5,807,1187,35.4
Ramanathapuram,Rice,Rainy,30.4,92,182.5,863,1153,35.48
Tiruppur,Banana,Normal,31.7,63,37.0,873,721,30.76
Madurai,Banana,Normal,32.6,68,29.7,831,853,29.17
Thiruvarur,Tomato,Rainy,25.4,85,196.6,625,917,17.21
Salem,Drumstick,Normal,32.5,65,19.1,439,454,46.15
Tiruchirappalli,Groundnut,Light Rain,28.5,70,68.1,686,826,70.24
Madurai,Rice,Normal,32.4,66,18.8,1049,955,52.96
Cuddalore,Okra,Summer,34.0,52,11.2,522,408,42.58
Tiruppur,Sugarcane,Light Rain,29.2,75,60.3,1116,1136,4.32
Chennai,Rice,Rainy,25.7,92,187.9,823,1153,35.83
Thiruvarur,Beans,Summer,34.6,61,0.0,666,458,54.13
Pudukottai,Rice,Normal,29.1,66,28.2,1022,985,46.33
Tiruchirappalli,Corn,Normal,31.7,60,27.2,739,704,24.51
Ramanathapuram,Okra,Light Rain,29.7,75,67.1,522,502,29.08
Tiruppur,Onion,Summer,38.1,60,13.4,848,640,43.62
Vellore,Cauliflower,Normal,30.3,60,21.1,506,564,28.02
Dharmapuri,Potato,Rainy,28.2,84,182.8,629,775,24.16
Tiruppur,Banana,Summer,38.9,59,0.0,878,703,35.43
Erode,Chilli,Light Rain,26.9,77,68.7,418,473,90.79
Ramanathapuram,Chilli,Rainy,27.8,90,198.6,345,550,74.58
Tiruppur,Coconut,Light Rain,29.2,75,69.1,752,864,15.97
Tirunelveli,Chilli,Rainy,28.0,93,197.2,356,555,78.93
Tirunelveli,Snake Gourd,Normal,30.7,59,32.5,381,262,29.79
Thanjavur,Sugarcane,Summer,35.1,62,10.8,1323,935,6.92
Vellore,Cauliflower,Light Rain,27.8,75,63.9,448,516,23.38
Virudhunagar,Carrot,Normal,32.3,68,31.6,591,416,41.2
Krishnagiri,Potato,Summer,37.4,61,4.3,737,626,45.04
Coimbatore,Sugarcane,Rainy,29.5,89,185.3,964,1287,3.28
Krishnagiri,Potato,Light Rain,29.0,77,58.6,725,696,29.84
Coimbatore,Sugarcane,Normal,33.6,60,23.0,1141,1143,4.59
Pudukottai,Beans,Light Rain,28.6,71,67.2,607,525,36.76
Madurai,Drumstick,Summer,38.2,57,12.6,473,398,60.11
Nagapattinam,Coconut,Normal,29.8,68,34.2,772,812,18.26
Namakkal,Onion,Rainy,30.0,86,196.2,716,894,22.91
Sivaganga,Chilli,Light Rain,28.8,79,56.1,404,408,90.45
Cuddalore,Tapioca,Normal,28.5,68,31.2,567,533,13.47
Dindigul,Cabbage,Normal,33.0,63,28.4,594,548,22.08
Thiruvarur,Okra,Rainy,26.8,84,199.3,428,641,22.1
Thanjavur,Sugarcane,Normal,28.1,69,34.8,1201,1060,4.7
Namakkal,Rice,Rainy,28.8,91,195.1,817,1138,32.44
Chennai,Bitter Gourd,Summer,34.9,56,10.7,419,376,41.37
Krishnagiri,Cauliflower,Light Rain,28.8,72,62.2,442,568,23.46
Coimbatore,Coconut,Summer,39.8,56,0.0,876,716,25.12
Krishnagiri,Tomato,Summer,38.7,60,11.9,856,672,34.59
Villupuram,Corn,Normal,29.7,69,28.1,686,668,24.06
Madurai,Chilli,Normal,31.2,65,20.7,452,407,110.36
Cuddalore,Drumstick,Light Rain,23.7,78,57.4,344,507,35.63
Namakkal,Okra,Rainy,27.3,87,194.7,349,611,19.15
Madurai,Mango,Normal,33.8,59,22.3,916,840,62.46
Thanjavur,Rice,Rainy,27.0,93,196.4,775,1157,34.16
Tiruppur,Corn,Rainy,27.1,90,198.0,523,745,18.8
Virudhunagar,Tomato,Normal,32.6,67,29.1,776,833,25.7
Dharmapuri,Onion,Rainy,29.3,86,190.1,667,943,23.45
Thiruvarur,Tomato,Normal,29.3,67,27.2,728,834,24.97
Sivaganga,Groundnut,Summer,36.4,54,9.8,848,636,113.29
Chennai,Onion,Normal,31.4,63,33.9,837,784,32.73
Krishnagiri,Onion,Light Rain,27.6,79,54.9,712,786,29.08
Villupuram,Okra,Normal,29.2,59,19.2,543,523,29.18
Tiruppur,Banana,Summer,38.0,56,11.5,863,753,36.68
Kanchipuram,Tomato,Normal,29.8,65,36.3,836,793,26.42
Dharmapuri,Carrot,Light Rain,28.3,73,61.3,565,474,38.72
Tiruvannamalai,Onion,Rainy,30.0,85,181.4,618,807,22.16
Ramanathapuram,Onion,Summer,38.6,52,5.2,860,690,41.6
Chennai,Tomato,Rainy,28.7,93,182.3,734,903,17.9
Salem,Mango,Normal,32.1,67,19.5,931,858,62.11
Kanchipuram,Bitter Gourd,Light Rain,26.9,79,66.2,285,387,25.11
Tirunelveli,Tomato,Light Rain,28.5,70,63.1,766,732,23.02
Krishnagiri,Tomato,Normal,32.7,69,36.8,806,827,26.55
Salem,Corn,Summer,38.6,54,4.4,704,622,31.74
Pudukottai,Drumstick,Summer,37.5,61,6.5,512,344,61.65
Tiruvannamalai,Mango,Rainy,30.6,85,193.9,694,956,40.31
Chennai,Beans,Normal,31.6,63,36.0,504,485,39.72
Ramanathapuram,Okra,Rainy,30.8,86,182.9,421,578,21.78
Tiruppur,Onion,Normal,33.8,66,35.6,855,759,33.02
Krishnagiri,Groundnut,Light Rain,29.4,80,66.1,770,797,74.17
Nagapattinam,Tomato,Light Rain,23.1,80,71.8,701,759,21.4
Krishnagiri,Cabbage,Normal,31.1,59,18.1,597,624,19.07
Villupuram,Tomato,Normal,28.2,61,28.5,752,779,25.8
Nagapattinam,Onion,Summer,33.8,58,9.3,877,632,42.45
Tiruvannamalai,Cauliflower,Normal,31.2,68,31.4,487,552,29.4
Thiruvarur,Drumstick,Normal,30.0,66,24.5,470,430,49.54
Dindigul,Cabbage,Rainy,28.8,94,185.2,486,776,12.95
Virudhunagar,Rice,Summer,36.1,60,8.5,1120,833,67.23
Thiruvarur,Rice,Light Rain,25.9,77,62.7,952,1099,44.92
Dharmapuri,Onion,Normal,33.5,62,24.5,719,742,31.59
Villupuram,Okra,Light Rain,26.9,70,68.2,438,553,26.37
Thanjavur,Drumstick,Summer,35.4,55,0.0,465,324,67.48
Thanjavur,Banana,Normal,29.5,63,19.3,861,853,28.11
Pudukottai,Onion,Rainy,29.9,90,194.0,696,808,22.46
Pudukottai,Rice,Summer,36.3,62,0.0,1110,839,69.78
Thoothukudi,Tomato,Normal,33.6,60,28.7,813,749,27.27
Pudukottai,Beans,Rainy,28.0,88,189.1,499,633,24.83
Krishnagiri,Tomato,Light Rain,27.5,76,63.1,776,814,23.36
Thiruvarur,Okra,Rainy,27.6,84,199.1,396,566,21.44
Kanchipuram,Tapioca,Light Rain,24.5,78,66.1,511,689,11.07
Cuddalore,Banana,Light Rain,23.1,71,71.8,721,856,23.46
Pudukottai,Beans,Summer,35.4,57,0.0,539,469,48.67
Thiruvarur,Tapioca,Light Rain,26.9,70,67.9,525,643,12.72
Tirunelveli,Onion,Summer,38.1,57,8.5,934,676,45.3
Salem,Beans,Rainy,27.3,84,197.9,406,716,23.89
Vellore,Cabbage,Normal,31.9,64,27.9,536,640,20.16
Salem,Tapioca,Light Rain,26.1,77,61.0,651,621,12.35
Vellore,Beans,Summer,37.2,56,12.9,588,528,44.21
Dindigul,Rice,Normal,30.2,59,24.2,1017,969,50.13
Sivaganga,Beans,Light Rain,26.7,72,63.6,469,633,29.92
Tiruvannamalai,Mango,Light Rain,26.2,73,64.8,864,935,49.27
Tiruvannamalai,Mango,Rainy,30.3,88,182.8,769,933,42.18
Nagapattinam,Okra,Normal,28.0,62,30.9,546,469,31.3
Sivaganga,Drumstick,Light Rain,27.8,78,54.5,442,481,40.51
Dindigul,Cauliflower,Summer,38.1,56,11.4,636,415,41.76
Thiruvarur,Onion,Normal,30.2,63,26.8,725,669,35.36
Tiruchirappalli,Rice,Rainy,29.5,90,182.2,838,1237,31.2
Sivaganga,Beans,Rainy,28.4,89,197.4,524,707,24.43
Dindigul,Tomato,Light Rain,27.2,76,54.4,824,776,23.97
Virudhunagar,Carrot,Rainy,28.5,86,195.5,383,597,25.3
Erode,Rice,Normal,30.9,62,23.9,968,995,47.34
Sivaganga,Drumstick,Summer,37.9,60,0.0,539,409,57.3
Tiruchirappalli,Corn,Normal,29.3,61,30.6,731,613,26.36
Madurai,Chilli,Light Rain,29.6,74,69.3,439,529,90.43
Erode,Turmeric,Normal,34.0,64,27.8,657,661,92.64
Coimbatore,Beans,Normal,33.3,64,29.4,569,463,39.9
Pudukottai,Tomato,Summer,36.5,58,8.6,904,572,38.66
Thanjavur,Bitter Gourd,Light Rain,26.1,71,66.7,322,403,26.37
Vellore,Onion,Rainy,27.6,87,191.6,686,862,21.22
Virudhunagar,Rice,Summer,38.7,58,7.4,1172,895,66.4
Vellore,Cauliflower,Summer,35.0,54,0.0,648,415,41.84
Kanchipuram,Cauliflower,Light Rain,25.0,70,66.7,575,503,26.24
Tiruchirappalli,Groundnut,Normal,32.4,65,26.6,780,661,87.04
Tiruppur,Banana,Light Rain,29.2,70,58.6,757,914,22.91
Tiruvannamalai,Groundnut,Rainy,30.1,92,185.9,695,931,51.78
Dindigul,Rice,Rainy,28.6,86,199.5,919,1163,31.72
Chennai,Okra,Summer,36.2,59,0.0,557,427,42.15
Thiruvarur,Tapioca,Rainy,26.3,89,199.5,606,698,9.87
Erode,Chilli,Normal,32.2,66,27.9,514,489,109.1
Thoothukudi,Okra,Summer,37.6,54,11.8,497,421,41.91
Virudhunagar,Carrot,Summer,38.7,62,0.0,592,409,58.76
Salem,Okra,Summer,37.8,60,2.0,490,370,39.94
Krishnagiri,Beans,Rainy,29.5,89,184.8,552,629,25.7
Erode,Onion,Rainy,29.4,90,197.3,692,890,21.82
Thoothukudi,Banana,Summer,40.0,60,0.0,884,660,36.9
Thanjavur,Tomato,Light Rain,24.9,71,53.6,701,811,20.36
Coimbatore,Beans,Light Rain,26.3,71,68.6,462,521,33.7
Virudhunagar,Beans,Normal,31.2,65,27.9,586,608,36.76
Kanchipuram,Okra,Summer,36.1,59,8.9,604,401,41.67
Thiruvarur,Tapioca,Rainy,26.0,90,195.8,476,723,9.47
Kanchipuram,Coconut,Summer,36.3,54,0.7,975,725,23.72
Coimbatore,Onion,Normal,33.4,63,28.9,846,703,34.41
Thanjavur,Tapioca,Summer,36.2,61,13.4,675,467,19.32
Namakkal,Onion,Rainy,28.7,94,192.6,705,854,22.64
Tiruppur,Cauliflower,Normal,32.3,69,24.6,536,462,31.53
Krishnagiri,Groundnut,Rainy,30.9,85,184.4,695,926,52.77
Thiruvarur,Okra,Normal,28.7,63,36.4,563,501,30.49
Pudukottai,Bitter Gourd,Summer,36.2,55,0.0,376,347,40.78
Tiruvannamalai,Groundnut,Light Rain,29.0,75,64.8,633,818,64.83
Pudukottai,Onion,Rainy,28.0,94,183.6,612,870,22.88
Tiruppur,Sugarcane,Summer,39.0,57,0.0,1240,988,6.35
Erode,Rice,Light Rain,29.3,79,67.7,1003,1035,43.55
Erode,Corn,Light Rain,27.9,73,56.2,652,689,22.79
Nagapattinam,Rice,Light Rain,26.8,74,58.3,1016,1097,39.6
Thiruvarur,Snake Gourd,Normal,30.0,60,31.5,354,296,25.55
Kanchipuram,Bitter Gourd,Rainy,25.1,93,193.4,312,367,21.87
Vellore,Tomato,Summer,36.5,56,9.8,841,674,31.48
Kanchipuram,Onion,Summer,36.2,55,0.0,870,586,48.55
Thanjavur,Drumstick,Summer,36.9,56,10.4,440,411,54.49
Thanjavur,Banana,Summer,35.4,54,13.3,957,695,36.97
Tirunelveli,Tomato,Summer,39.1,60,11.7,931,611,34.98
Tirunelveli,Chilli,Summer,39.0,53,1.1,509,333,146.68
Sivaganga,Groundnut,Normal,30.0,59,34.0,711,682,74.48
Chennai,Cauliflower,Rainy,26.1,91,193.0,430,668,19.42
Krishnagiri,Mango,Summer,38.3,55,0.0,932,696,72.74
Ramanathapuram,Okra,Rainy,30.0,94,191.7,379,554,20.13
Thanjavur,Groundnut,Summer,37.1,52,0.0,777,574,109.55
Salem,Tomato,Rainy,28.1,93,183.0,606,958,16.9
Dharmapuri,Tomato,Summer,38.2,61,8.2,884,685,36.63
Cuddalore,Drumstick,Summer,34.2,53,11.8,511,394,57.04
Dharmapuri,Carrot,Rainy,31.2,86,181.3,387,567,25.48
Dindigul,Onion,Light Rain,28.6,74,55.8,727,817,26.08
Tirunelveli,Cashew,Rainy,30.4,89,181.1,475,707,91.5
Kanchipuram,Beans,Summer,35.2,62,13.9,598,504,50.7
Tiruppur,Tomato,Normal,32.7,59,19.2,809,723,27.16
Villupuram,Bitter Gourd,Normal,27.3,62,24.5,320,329,34.49
Dharmapuri,Okra,Rainy,28.3,89,198.3,484,597,21.59
Tiruchirappalli,Bitter Gourd,Light Rain,25.4,70,70.9,426,316,33.8
Tirunelveli,Ash Gourd,Summer,36.7,58,10.8,307,294,22.18
Cuddalore,Snake Gourd,Summer,35.0,54,11.7,442,257,37.02
Cuddalore,Tapioca,Rainy,24.6,91,196.4,521,732,10.25
Madurai,Drumstick,Summer,37.2,61,6.1,496,276,64.92
Pudukottai,Drumstick,Rainy,29.6,84,193.1,306,536,32.47
Cuddalore,Drumstick,Summer,36.9,58,12.7,519,302,71.23
Virudhunagar,Banana,Normal,33.0,67,19.2,859,846,27.45
Dharmapuri,Onion,Light Rain,27.2,75,64.0,821,830,27.43
Madurai,Bitter Gourd,Normal,35.0,69,29.6,366,347,32.69
Dharmapuri,Banana,Normal,31.5,66,32.4,828,808,27.88
Tirunelveli,Onion,Light Rain,27.9,71,60.0,756,797,28.69
Villupuram,Tapioca,Rainy,27.3,86,196.3,530,693,10.11
Coimbatore,Cauliflower,Rainy,27.7,91,186.8,411,577,18.95
Ramanathapuram,Tapioca,Rainy,28.2,90,186.4,479,689,9.42
Villupuram,Tomato,Light Rain,23.7,75,62.8,767,818,22.12
Erode,Chilli,Rainy,28.6,88,192.7,404,513,83.39
Nagapattinam,Banana,Rainy,26.0,86,198.2,649,991,18.08
Thiruvarur,Beans,Summer,35.5,54,0.1,644,436,50.04
Erode,Tomato,Normal,33.9,61,31.7,788,802,24.53
Thoothukudi,Tapioca,Summer,38.5,58,7.7,662,558,18.29
Kanchipuram,Onion,Summer,34.3,60,4.4,845,618,44.8
Dindigul,Beans,Summer,36.8,54,0.0,658,404,50.6
Dindigul,Mango,Normal,33.9,62,25.6,834,895,53.24
Kanchipuram,Cauliflower,Rainy,28.4,90,197.7,488,556,21.7
Thanjavur,Sugarcane,Rainy,28.6,86,181.8,924,1273,3.62
Villupuram,Groundnut,Rainy,25.6,89,196.3,672,893,56.53
Vellore,Cauliflower,Light Rain,27.1,80,68.7,593,522,25.59
Dharmapuri,Banana,Normal,31.8,67,23.1,766,867,28.33
Namakkal,Coconut,Rainy,29.4,94,196.9,797,992,14.02
Pudukottai,Onion,Summer,36.1,55,0.0,884,646,41.76
Chennai,Rice,Summer,34.3,59,9.7,1123,836,66.63
Sivaganga,Bitter Gourd,Summer,37.8,62,0.0,417,221,48.69
Tirunelveli,Snake Gourd,Normal,31.2,69,24.5,422,285,30.2
Chennai,Tomato,Light Rain,25.0,80,56.1,692,877,21.86
Krishnagiri,Mango,Summer,39.3,61,8.1,1033,644,84.22
Madurai,Mango,Light Rain,28.6,75,70.2,826,822,55.51
Tiruchirappalli,Groundnut,Rainy,27.8,90,193.8,625,831,54.1
Virudhunagar,Cabbage,Light Rain,27.8,76,63.8,645,688,18.86
Madurai,Drumstick,Rainy,28.1,86,185.2,365,544,33.52
Virudhunagar,Beans,Rainy,28.2,94,181.8,530,610,28.43
Coimbatore,Banana,Normal,33.5,62,20.0,749,778,27.2
Virudhunagar,Potato,Summer,39.0,60,13.7,826,581,45.36
Erode,Onion,Normal,32.0,66,28.7,842,709,31.83
Dindigul,Banana,Summer,36.9,59,5.0,910,621,40.61
Tirunelveli,Rice,Rainy,29.2,92,193.4,834,1203,32.68
Nagapattinam,Bitter Gourd,Rainy,25.0,91,185.8,280,482,20.45
Virudhunagar,Cauliflower,Summer,39.1,54,3.1,554,364,39.02
Erode,Corn,Normal,32.3,64,20.2,677,702,25.64
Dindigul,Tomato,Normal,32.2,65,20.3,816,730,24.9
Sivaganga,Drumstick,Normal,30.2,60,35.5,378,349,50.3
Tiruppur,Onion,Light Rain,26.3,73,68.6,664,708,26.63
Salem,Okra,Light Rain,26.6,73,66.9,495,496,25.72
Chennai,Bitter Gourd,Light Rain,24.9,78,59.5,358,410,27.52
Virudhunagar,Potato,Rainy,28.4,86,185.4,556,701,24.31
Krishnagiri,Carrot,Rainy,30.7,93,186.6,370,632,28.15
Nagapattinam,Tapioca,Summer,34.3,53,12.1,645,521,18.21
Cuddalore,Tapioca,Normal,30.9,60,22.8,695,606,14.65
Pudukottai,Okra,Normal,30.4,61,27.4,482,500,29.68
Pudukottai,Beans,Rainy,27.7,94,190.3,531,704,24.14
Salem,Cauliflower,Light Rain,27.0,70,62.5,487,532,26.67
Tiruppur,Tomato,Normal,32.6,68,21.3,767,824,26.45
Thoothukudi,Onion,Rainy,30.6,85,191.3,715,814,23.37
Madurai,Bitter Gourd,Normal,33.4,69,25.5,328,383,29.48
Sivaganga,Beans,Summer,38.1,55,1.0,592,466,49.68
Krishnagiri,Mango,Normal,30.0,62,33.1,830,803,56.77
Dharmapuri,Okra,Normal,33.8,67,24.9,482,398,33.36
Kanchipuram,Tomato,Rainy,25.4,86,189.1,675,948,17.16
Sivaganga,Chilli,Normal,31.6,64,26.1,549,442,116.52
Thoothukudi,Banana,Normal,32.3,66,22.2,832,827,29.47
Namakkal,Tomato,Normal,30.0,67,23.8,842,696,25.57
Madurai,Drumstick,Normal,31.9,61,29.5,465,361,52.94
Vellore,Carrot,Rainy,28.0,92,197.1,424,548,28.16
Vellore,Rice,Light Rain,28.6,72,64.1,906,997,44.63
Tiruvannamalai,Tapioca,Normal,31.4,65,30.0,696,591,14.93
Thanjavur,Drumstick,Summer,36.9,59,5.8,524,315,72.03
Dharmapuri,Mango,Rainy,28.3,86,191.1,750,1002,37.49
Thanjavur,Banana,Summer,36.6,55,10.5,883,708,37.28
Tirunelveli,Chilli,Light Rain,26.4,76,53.8,500,413,96.24
Namakkal,Groundnut,Rainy,29.6,91,183.4,652,916,53.47
Cuddalore,Snake Gourd,Summer,33.2,61,11.5,345,301,31.88
Erode,Tomato,Summer,36.5,56,2.6,841,689,35.08
Ramanathapuram,Okra,Light Rain,27.4,77,53.9,541,441,30.55
Tiruppur,Sugarcane,Normal,31.4,59,34.2,1172,1046,4.9
Dharmapuri,Potato,Summer,39.9,59,4.4,668,610,44.79
Erode,Chilli,Summer,39.7,59,5.9,493,411,133.29
Chennai,Bitter Gourd,Rainy,28.1,84,199.1,259,459,20.77
Dharmapuri,Carrot,Light Rain,27.5,73,57.5,572,565,34.19
Thanjavur,Sugarcane,Normal,28.1,66,31.9,1158,1149,4.78
Madurai,Drumstick,Rainy,28.4,88,186.5,366,502,30.9
Tiruppur,Tomato,Rainy,30.5,86,188.5,748,943,17.13
Namakkal,Coconut,Summer,36.4,56,12.8,922,660,23.66
Pudukottai,Okra,Rainy,29.3,87,192.1,498,629,20.07
Tiruppur,Sugarcane,Light Rain,29.2,73,64.7,1135,1096,4.12
Tiruppur,Cauliflower,Normal,30.9,69,29.9,579,599,26.57
Kanchipuram,Snake Gourd,Normal,31.8,60,27.3,295,317,25.99
Tiruppur,Corn,Rainy,29.6,88,192.7,668,738,18.2
Virudhunagar,Chilli,Normal,30.9,60,37.6,447,435,117.04
Thiruvarur,Tomato,Normal,30.8,68,27.7,754,826,25.29
Sivaganga,Rice,Normal,30.2,69,18.1,1068,931,50.03
Tiruvannamalai,Okra,Normal,31.3,65,30.0,536,538,31.04
Krishnagiri,Rice,Summer,36.3,62,0.0,1171,798,65.7
Erode,Sugarcane,Light Rain,29.3,73,70.6,1151,1194,4.37
Virudhunagar,Onion,Light Rain,27.5,75,54.0,820,730,31.91
Namakkal,Onion,Rainy,29.4,89,192.9,693,836,23.12
Tiruchirappalli,Okra,Normal,30.6,69,20.1,556,447,31.45
Namakkal,Okra,Normal,31.1,69,35.4,574,536,28.32
Thiruvarur,Banana,Light Rain,24.1,73,67.2,727,832,26.14
Namakkal,Onion,Normal,30.2,69,23.5,811,783,30.24
Tiruvannamalai,Tomato,Rainy,29.0,86,186.7,645,889,18.45
Chennai,Tomato,Light Rain,24.0,78,58.1,834,854,22.58
Thiruvarur,Onion,Normal,27.8,66,27.9,712,657,33.58
Virudhunagar,Potato,Rainy,27.7,92,192.6,540,767,24.89
Salem,Rice,Summer,35.2,58,9.5,1081,842,65.27
Villupuram,Rice,Summer,35.2,52,11.9,1088,788,63.67
Tiruchirappalli,Banana,Rainy,26.9,88,196.1,676,927,19.8
Vellore,Cabbage,Light Rain,25.7,75,52.1,608,564,19.88
Namakkal,Okra,Rainy,28.7,94,185.2,454,561,21.09
Tiruchirappalli,Rice,Normal,32.5,64,29.8,927,1052,49.52
Kanchipuram,Rice,Normal,31.7,66,29.8,1051,979,52.45
Pudukottai,Drumstick,Light Rain,28.3,76,60.5,468,443,41.76
Villupuram,Beans,Normal,27.5,64,26.5,559,521,37.1
Ramanathapuram,Onion,Normal,33.8,69,24.9,831,771,32.43
Dindigul,Onion,Rainy,29.4,92,188.7,589,798,24.2
Pudukottai,Beans,Summer,36.3,62,0.0,536,390,47.34
Nagapattinam,Bitter Gourd,Normal,28.5,59,28.0,392,403,32.63
Thanjavur,Rice,Light Rain,26.3,74,53.1,980,1028,44.42
Tirunelveli,Onion,Summer,36.8,57,7.4,793,551,46.97
Salem,Rice,Normal,30.0,64,28.0,1026,1002,50.27
Dharmapuri,Tomato,Light Rain,28.7,76,52.6,784,747,21.44
Cuddalore,Tomato,Rainy,27.3,84,188.9,631,949,17.7
Salem,Rice,Rainy,28.0,92,195.0,928,1139,32.85
Erode,Onion,Rainy,28.1,90,182.7,694,906,21.6
Thanjavur,Bitter Gourd,Light Rain,26.5,74,70.9,348,334,31.07
Coimbatore,Potato,Normal,32.0,59,36.6,719,707,31.56
Vellore,Tomato,Rainy,27.3,92,192.5,738,976,18.79
Cuddalore,Rice,Light Rain,24.5,71,69.1,964,1043,39.83
Cuddalore,Drumstick,Light Rain,23.8,72,71.6,375,454,38.34
Tiruppur,Corn,Summer,38.8,58,6.7,735,519,36.91
Pudukottai,Banana,Rainy,27.7,89,185.7,643,1003,19.37
Chennai,Tomato,Normal,31.4,69,24.8,870,838,27.09
Krishnagiri,Groundnut,Rainy,28.8,86,192.9,633,927,57.28
Chennai,Rice,Rainy,27.8,90,185.9,795,1194,31.78
Ramanathapuram,Rice,Rainy,27.6,88,198.0,771,1140,33.76
Namakkal,Drumstick,Light Rain,26.9,70,55.5,390,502,41.29
Vellore,Mango,Normal,30.5,64,28.3,917,782,57.33
Thoothukudi,Tomato,Rainy,29.5,92,189.1,611,957,17.48
Sivaganga,Chilli,Summer,36.7,59,1.6,496,450,144.86
Namakkal,Onion,Light Rain,28.3,75,54.1,668,748,26.17
Coimbatore,Potato,Normal,31.7,60,30.7,704,693,35.41
Madurai,Drumstick,Light Rain,29.7,70,61.4,372,461,41.32
Virudhunagar,Chilli,Normal,33.7,66,20.3,559,405,112.46
Namakkal,Coconut,Rainy,26.2,89,190.3,781,967,13.26
Cuddalore,Okra,Summer,35.2,62,13.2,586,355,41.68
Tiruppur,Sugarcane,Rainy,29.7,84,181.1,1007,1262,3.61
Kanchipuram,Okra,Normal,30.1,60,18.8,504,473,32.83
Thoothukudi,Banana,Light Rain,26.4,76,63.9,773,909,26.28
Dharmapuri,Onion,Rainy,31.6,86,196.3,643,838,22.65
Dindigul,Cabbage,Light Rain,29.3,77,63.4,587,629,19.45
Namakkal,Okra,Normal,30.6,60,20.3,541,403,33.75
Nagapattinam,Drumstick,Normal,28.6,69,32.3,437,354,49.89
Tiruvannamalai,Groundnut,Summer,37.3,61,12.2,881,553,118.69
Tirunelveli,Tomato,Rainy,29.8,89,197.5,619,897,18.56
Chennai,Okra,Normal,30.8,64,29.9,492,492,30.44
Chennai,Brinjal,Summer,36.5,61,5.7,646,482,33.17
Thiruvarur,Banana,Summer,36.1,57,4.8,830,742,35.42
Chennai,Cabbage,Summer,36.5,53,0.0,619,429,28.46
Thanjavur,Banana,Light Rain,26.9,79,69.1,795,764,27.34
Tirunelveli,Rice,Rainy,28.1,94,186.4,775,1248,35.08
Nagapattinam,Okra,Summer,35.2,53,0.0,555,347,42.96
Tiruppur,Sugarcane,Normal,33.6,65,29.1,1085,1058,5.22
Sivaganga,Bitter Gourd,Normal,29.8,59,32.7,348,409,32.28
Ramanathapuram,Onion,Summer,38.3,56,0.0,911,690,42.36
Thanjavur,Beans,Rainy,26.6,93,180.3,464,653,25.53
Vellore,Carrot,Rainy,28.3,85,197.3,433,602,25.77
Tiruppur,Onion,Normal,31.5,69,27.7,706,652,33.56
Erode,Okra,Summer,38.8,57,0.0,611,421,39.55
Cuddalore,Onion,Rainy,24.5,88,194.9,736,786,22.47
Salem,Mango,Rainy,29.2,85,190.4,811,928,41.07
Nagapattinam,Banana,Normal,27.9,61,32.5,767,826,29.66
Erode,Beans,Light Rain,26.1,72,62.9,574,508,36.73
Tiruchirappalli,Bitter Gourd,Rainy,28.3,84,189.9,372,446,24.79
Sivaganga,Chilli,Light Rain,25.9,73,53.5,398,551,89.83
Coimbatore,Sugarcane,Rainy,29.6,92,197.0,983,1297,3.29
Sivaganga,Okra,Light Rain,26.8,80,53.6,522,524,27.89
Tirunelveli,Snake Gourd,Rainy,30.9,91,197.6,380,458,18.39
Salem,Mango,Normal,31.6,62,31.0,876,807,60.08
Dindigul,Beans,Rainy,28.8,87,186.7,546,559,28.49
Chennai,Tomato,Rainy,27.2,90,180.8,614,921,16.01
Thoothukudi,Rice,Rainy,28.6,93,194.5,869,1149,34.6
Thoothukudi,Pumpkin,Summer,38.7,56,8.9,478,402,27.52
Thoothukudi,Onion,Normal,31.8,68,20.1,850,727,31.6
Salem,Beans,Light Rain,28.6,79,53.5,465,636,30.01
Sivaganga,Beans,Normal,30.0,64,33.5,523,538,34.39
Ramanathapuram,Okra,Light Rain,27.5,73,66.6,485,441,27.36
Nagapattinam,Tomato,Summer,33.4,58,0.0,860,715,32.11
Kanchipuram,Snake Gourd,Rainy,26.1,90,188.2,256,332,17.88
Salem,Tomato,Normal,31.1,62,32.6,728,712,27.21
Tiruvannamalai,Corn,Summer,36.3,56,0.0,827,643,34.54
Madurai,Onion,Rainy,31.9,89,189.5,683,872,23.13
